threshold,precision,recall,f1
0.009296556,0.3931718061674009,1.0,0.5644268774703557
0.00930839,0.3936052921719956,1.0,0.564873417721519
0.009312468,0.39403973509933776,1.0,0.5653206650831355
0.009320811,0.39447513812154694,1.0,0.565768621236133
0.009356314,0.39491150442477874,1.0,0.5662172878667723
0.009400819,0.3953488372093023,1.0,0.5666666666666667
0.009445454,0.39578713968957874,1.0,0.5671167593328038
0.00953796,0.39622641509433965,1.0,0.5675675675675675
0.0095890025,0.39666666666666667,1.0,0.568019093078759
0.009599823,0.3971078976640712,1.0,0.5684713375796178
0.0096393265,0.3975501113585746,1.0,0.5689243027888445
0.009645994,0.3979933110367893,1.0,0.5693779904306221
0.009690152,0.3984375,1.0,0.5698324022346368
0.009705007,0.39888268156424583,1.0,0.5702875399361023
0.009773298,0.39932885906040266,1.0,0.5707434052757794
0.009774554,0.3997760358342665,1.0,0.5711999999999999
0.009785234,0.40022421524663676,1.0,0.5716573258606886
0.009795793,0.4006734006734007,1.0,0.5721153846153846
0.009862174,0.401123595505618,1.0,0.5725741780272654
0.00992542,0.4015748031496063,1.0,0.5730337078651686
0.00993944,0.40202702702702703,1.0,0.5734939759036145
0.010091425,0.4024802705749718,1.0,0.5739549839228295
0.010095575,0.40293453724604966,1.0,0.5744167337087691
0.010131679,0.4033898305084746,1.0,0.5748792270531401
0.010143608,0.40384615384615385,1.0,0.5753424657534247
0.01024956,0.4043035107587769,1.0,0.5758064516129032
0.010279459,0.40476190476190477,1.0,0.576271186440678
0.010349215,0.4052213393870602,1.0,0.5767366720516962
0.0103520965,0.4056818181818182,1.0,0.5772029102667744
0.010390594,0.4061433447098976,1.0,0.5776699029126213
0.010396523,0.40660592255125283,1.0,0.5781376518218623
0.01040415,0.4070695553021665,1.0,0.5786061588330632
0.010456778,0.4075342465753425,1.0,0.5790754257907543
0.010608233,0.408,1.0,0.5795454545454546
0.010675788,0.408466819221968,1.0,0.5800162469536961
0.010720902,0.40893470790378006,1.0,0.5804878048780489
0.010732449,0.40940366972477066,1.0,0.580960130187144
0.010735796,0.40987370838117104,1.0,0.5814332247557004
0.010835188,0.4103448275862069,1.0,0.5819070904645477
